TICKET,ITEM,IDPRODUCTO,NOMPRRODUCTO,FECHAVENTA,CANTIDAD,IDTAMAÑO,DESCTAMAÑO,PRECIO,COSTOUNITARIO,DESCTIPO,IDLOCAL,NOMLOCAL,DESCTIPOLOCAL,IDCIUDAD,NOMCIUDAD,TOTALVENTA,TOTALCOSTO,AÑO,MES
19760,1,C001,COMFORT VERONA,30/03/2020,1,25M,25 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA," $1,296.00 ", $393.00 ,2020,03-MAR
19846,1,C001,COMFORT VERONA,31/03/2020,1,30N,30 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA," $1,296.00 ", $393.00 ,2020,03-MAR
19946,1,C001,COMFORT VERONA,01/04/2020,1,22N,22 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2020,04-ABR
20154,1,C001,COMFORT VERONA,03/04/2020,1,18M,18 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA," $1,296.00 ", $393.00 ,2020,04-ABR
21365,1,C001,COMFORT VERONA,15/04/2020,1,25N,25 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA," $1,296.00 ", $393.00 ,2020,04-ABR
22893,1,C001,COMFORT VERONA,03/05/2020,1,25N,25 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA," $1,296.00 ", $393.00 ,2020,05-MAY
23050,1,C001,COMFORT VERONA,04/05/2020,1,30M,30 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2020,05-MAY
23658,1,C001,COMFORT VERONA,08/05/2020,1,25N,25 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2020,05-MAY
24914,1,C001,COMFORT VERONA,23/05/2020,1,29M,29 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2020,05-MAY
25937,1,C001,COMFORT VERONA,31/05/2020,1,18N,18 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2020,05-MAY
26696,1,C001,COMFORT VERONA,07/06/2020,1,23N,23 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2020,06-JUN
26842,1,C001,COMFORT VERONA,09/06/2020,1,22M,22 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA," $1,296.00 ", $393.00 ,2020,06-JUN
27455,1,C001,COMFORT VERONA,14/06/2020,1,23N,23 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2020,06-JUN
27778,1,C001,COMFORT VERONA,16/06/2020,1,27M,27 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2020,06-JUN
28060,1,C001,COMFORT VERONA,20/06/2020,1,18M,18 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA," $1,296.00 ", $393.00 ,2020,06-JUN
30088,1,C001,COMFORT VERONA,11/07/2020,1,28N,28 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2020,07-JUL
31711,1,C001,COMFORT VERONA,27/07/2020,1,25N,25 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2020,07-JUL
32007,1,C001,COMFORT VERONA,31/07/2020,1,25N,25 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2020,07-JUL
32029,1,C001,COMFORT VERONA,31/07/2020,1,28N,28 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2020,07-JUL
32775,1,C001,COMFORT VERONA,08/08/2020,1,23M,23 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2020,08-AGO
34528,1,C001,COMFORT VERONA,19/08/2020,1,30M,30 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA," $1,296.00 ", $393.00 ,2020,08-AGO
35399,1,C001,COMFORT VERONA,26/08/2020,1,29N,29 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA," $1,296.00 ", $393.00 ,2020,08-AGO
35977,1,C001,COMFORT VERONA,30/08/2020,1,28N,28 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA," $1,296.00 ", $393.00 ,2020,08-AGO
36741,1,C001,COMFORT VERONA,08/09/2020,1,24N,24 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2020,09-SEP
37803,1,C001,COMFORT VERONA,16/09/2020,1,23N,23 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA," $1,296.00 ", $393.00 ,2020,09-SEP
38065,1,C001,COMFORT VERONA,17/09/2020,1,28M,28 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2020,09-SEP
39243,1,C001,COMFORT VERONA,26/09/2020,1,23M,23 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2020,09-SEP
40008,1,C001,COMFORT VERONA,05/10/2020,1,21N,21 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2020,10-OCT
40527,1,C001,COMFORT VERONA,09/10/2020,1,19N,19 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2020,10-OCT
40667,1,C001,COMFORT VERONA,11/10/2020,1,21N,21 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA," $1,296.00 ", $393.00 ,2020,10-OCT
41292,1,C001,COMFORT VERONA,18/10/2020,1,25N,25 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA," $1,296.00 ", $393.00 ,2020,10-OCT
41699,1,C001,COMFORT VERONA,21/10/2020,1,22N,22 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA," $1,296.00 ", $393.00 ,2020,10-OCT
43007,1,C001,COMFORT VERONA,04/11/2020,1,30N,30 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2020,11-NOV
44225,1,C001,COMFORT VERONA,15/11/2020,1,28M,28 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA," $1,296.00 ", $393.00 ,2020,11-NOV
44557,1,C001,COMFORT VERONA,17/11/2020,1,26M,26 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA," $1,296.00 ", $393.00 ,2020,11-NOV
44867,1,C001,COMFORT VERONA,20/11/2020,1,19N,19 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA," $1,296.00 ", $393.00 ,2020,11-NOV
45128,1,C001,COMFORT VERONA,22/11/2020,1,28N,28 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA," $1,296.00 ", $393.00 ,2020,11-NOV
46549,1,C001,COMFORT VERONA,05/12/2020,1,29M,29 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2020,12-DIC
48288,1,C001,COMFORT VERONA,16/12/2020,1,25N,25 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2020,12-DIC
49032,1,C001,COMFORT VERONA,23/12/2020,1,26N,26 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA," $1,296.00 ", $393.00 ,2020,12-DIC
49125,1,C001,COMFORT VERONA,23/12/2020,1,29N,29 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2020,12-DIC
49671,1,C001,COMFORT VERONA,29/12/2020,1,26N,26 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA," $1,296.00 ", $393.00 ,2020,12-DIC
50103,1,C001,COMFORT VERONA,02/01/2021,1,29N,29 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2021,01-ENE
50635,1,C001,COMFORT VERONA,06/01/2021,1,26N,26 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2021,01-ENE
50676,1,C001,COMFORT VERONA,06/01/2021,1,26M,26 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA," $1,296.00 ", $393.00 ,2021,01-ENE
50772,1,C001,COMFORT VERONA,07/01/2021,1,24N,24 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2021,01-ENE
51073,1,C001,COMFORT VERONA,10/01/2021,1,28N,28 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2021,01-ENE
52371,1,C001,COMFORT VERONA,22/01/2021,1,22M,22 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2021,01-ENE
52984,1,C001,COMFORT VERONA,27/01/2021,1,30N,30 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA," $1,296.00 ", $393.00 ,2021,01-ENE
53334,1,C001,COMFORT VERONA,29/01/2021,1,28N,28 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2021,01-ENE
54273,1,C001,COMFORT VERONA,05/02/2021,1,30M,30 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2021,02-FEB
54509,1,C001,COMFORT VERONA,06/02/2021,1,23M,23 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2021,02-FEB
54855,1,C001,COMFORT VERONA,10/02/2021,1,30N,30 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2021,02-FEB
56166,2,C001,COMFORT VERONA,20/02/2021,1,19N,19 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2021,02-FEB
56936,1,C001,COMFORT VERONA,27/02/2021,1,28N,28 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2021,02-FEB
57398,1,C001,COMFORT VERONA,03/03/2021,1,28N,28 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2021,03-MAR
57768,1,C001,COMFORT VERONA,05/03/2021,1,18N,18 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2021,03-MAR
58232,1,C001,COMFORT VERONA,09/03/2021,1,20N,20 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2021,03-MAR
58341,1,C001,COMFORT VERONA,09/03/2021,1,19M,19 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2021,03-MAR
59977,1,C001,COMFORT VERONA,25/03/2021,1,24N,24 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2021,03-MAR
60007,1,C001,COMFORT VERONA,26/03/2021,1,27N,27 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2021,03-MAR
60250,1,C001,COMFORT VERONA,28/03/2021,1,25M,25 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA," $1,296.00 ", $393.00 ,2021,03-MAR
60414,2,C001,COMFORT VERONA,29/03/2021,1,27M,27 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA," $1,296.00 ", $393.00 ,2021,03-MAR
61366,1,C001,COMFORT VERONA,06/04/2021,1,20M,20 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA," $1,296.00 ", $393.00 ,2021,04-ABR
62643,1,C001,COMFORT VERONA,17/04/2021,1,18N,18 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2021,04-ABR
62987,1,C001,COMFORT VERONA,19/04/2021,1,29N,29 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2021,04-ABR
63228,1,C001,COMFORT VERONA,20/04/2021,1,18M,18 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2021,04-ABR
64318,1,C001,COMFORT VERONA,30/04/2021,1,30N,30 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2021,04-ABR
64336,1,C001,COMFORT VERONA,30/04/2021,1,27M,27 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA," $1,296.00 ", $393.00 ,2021,04-ABR
64583,1,C001,COMFORT VERONA,02/05/2021,1,27N,27 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2021,05-MAY
64836,1,C001,COMFORT VERONA,05/05/2021,1,22M,22 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2021,05-MAY
65306,1,C001,COMFORT VERONA,09/05/2021,1,25N,25 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2021,05-MAY
65537,2,C001,COMFORT VERONA,11/05/2021,1,30N,30 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2021,05-MAY
65686,1,C001,COMFORT VERONA,13/05/2021,1,22N,22 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA," $1,296.00 ", $393.00 ,2021,05-MAY
65958,1,C001,COMFORT VERONA,16/05/2021,1,23N,23 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2021,05-MAY
65969,1,C001,COMFORT VERONA,16/05/2021,1,29M,29 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2021,05-MAY
66164,1,C001,COMFORT VERONA,17/05/2021,1,19N,19 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA," $1,296.00 ", $393.00 ,2021,05-MAY
66396,1,C001,COMFORT VERONA,19/05/2021,1,25N,25 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2021,05-MAY
66620,1,C001,COMFORT VERONA,22/05/2021,1,23N,23 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA," $1,296.00 ", $393.00 ,2021,05-MAY
67126,1,C001,COMFORT VERONA,25/05/2021,1,20M,20 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2021,05-MAY
67755,1,C001,COMFORT VERONA,31/05/2021,1,22N,22 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA," $1,296.00 ", $393.00 ,2021,05-MAY
67841,1,C001,COMFORT VERONA,01/06/2021,1,29N,29 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2021,06-JUN
68050,1,C001,COMFORT VERONA,03/06/2021,1,28M,28 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2021,06-JUN
68835,1,C001,COMFORT VERONA,08/06/2021,1,21N,21 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2021,06-JUN
68840,1,C001,COMFORT VERONA,08/06/2021,1,27N,27 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2021,06-JUN
69215,1,C001,COMFORT VERONA,12/06/2021,1,28N,28 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA," $1,296.00 ", $393.00 ,2021,06-JUN
69523,1,C001,COMFORT VERONA,14/06/2021,1,26N,26 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA," $1,296.00 ", $393.00 ,2021,06-JUN
69768,1,C001,COMFORT VERONA,17/06/2021,1,29N,29 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2021,06-JUN
70363,1,C001,COMFORT VERONA,23/06/2021,1,20M,20 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA," $1,296.00 ", $393.00 ,2021,06-JUN
71086,1,C001,COMFORT VERONA,30/06/2021,1,30N,30 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2021,06-JUN
72157,1,C001,COMFORT VERONA,08/07/2021,1,29N,29 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2021,07-JUL
72347,1,C001,COMFORT VERONA,10/07/2021,1,24N,24 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA," $1,296.00 ", $393.00 ,2021,07-JUL
74458,1,C001,COMFORT VERONA,23/07/2021,1,30M,30 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2021,07-JUL
75286,1,C001,COMFORT VERONA,31/07/2021,1,24N,24 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA," $1,296.00 ", $393.00 ,2021,07-JUL
75827,1,C001,COMFORT VERONA,06/08/2021,1,24M,24 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2021,08-AGO
76925,1,C001,COMFORT VERONA,14/08/2021,1,28N,28 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2021,08-AGO
77034,1,C001,COMFORT VERONA,14/08/2021,1,27N,27 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA," $1,296.00 ", $393.00 ,2021,08-AGO
77498,1,C001,COMFORT VERONA,18/08/2021,1,23N,23 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2021,08-AGO
77565,1,C001,COMFORT VERONA,19/08/2021,1,29M,29 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2021,08-AGO
77909,1,C001,COMFORT VERONA,22/08/2021,1,30N,30 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2021,08-AGO
78238,1,C001,COMFORT VERONA,24/08/2021,1,30M,30 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2021,08-AGO
78383,1,C001,COMFORT VERONA,26/08/2021,1,21M,21 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2021,08-AGO
78891,2,C001,COMFORT VERONA,29/08/2021,1,20M,20 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2021,08-AGO
79397,1,C001,COMFORT VERONA,02/09/2021,1,27N,27 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA," $1,296.00 ", $393.00 ,2021,09-SEP
79661,1,C001,COMFORT VERONA,05/09/2021,1,23M,23 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2021,09-SEP
81544,1,C001,COMFORT VERONA,22/09/2021,1,23N,23 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2021,09-SEP
82509,1,C001,COMFORT VERONA,01/10/2021,1,18M,18 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA," $1,296.00 ", $393.00 ,2021,10-OCT
83898,1,C001,COMFORT VERONA,13/10/2021,1,19M,19 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2021,10-OCT
84086,1,C001,COMFORT VERONA,15/10/2021,1,26N,26 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,18,LORETO,PREMIUM,PUE,PUEBLA," $1,296.00 ", $393.00 ,2021,10-OCT
84635,1,C001,COMFORT VERONA,22/10/2021,1,26N,26 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2021,10-OCT
85656,1,C001,COMFORT VERONA,04/11/2021,1,26M,26 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2021,11-NOV
86262,1,C001,COMFORT VERONA,10/11/2021,1,25M,25 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2021,11-NOV
87044,1,C001,COMFORT VERONA,18/11/2021,1,22N,22 NORMAL," $1,296.00 ", $393.00 ,CABALLERO,13,ANDARES,PREMIUM,GDL,GUADALAJARA," $1,296.00 ", $393.00 ,2021,11-NOV
87452,1,C001,COMFORT VERONA,20/11/2021,1,20M,20 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,1,NUEVO SUR,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2021,11-NOV
87555,1,C001,COMFORT VERONA,22/11/2021,1,22M,22 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2021,11-NOV
88450,1,C001,COMFORT VERONA,29/11/2021,1,28M,28 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,296.00 ", $393.00 ,2021,11-NOV
89266,1,C001,COMFORT VERONA,06/12/2021,1,27M,27 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2021,12-DIC
89439,1,C001,COMFORT VERONA,07/12/2021,1,28M,28 Y MEDIO," $1,296.00 ", $393.00 ,CABALLERO,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,296.00 ", $393.00 ,2021,12-DIC
